source,target,pathway_name,prob,pval
Keratinocyte,EG,CLDN,0.0010781434187114322,0.0
Keratinocyte,Immune,CLDN,0.0010664502746168829,0.0
Immune,SM,CLDN,0.000749417628054684,0.0
Immune,EG,CLDN,0.0009049675357316565,0.0
Immune,Keratinocyte,CLDN,0.0010664502746168829,0.0
FIB,SM,ADGRG,0.0013276608623253754,0.0
ENDO,ENDO,ADGRG,0.0028228778349472065,0.0
ENDO,Immune,ADGRG,0.0016498478544512505,0.0
SM,FIB,ADGRG,0.0013276608623253754,0.0
SM,SM,ADGRG,0.0017015155463606343,0.0
EG,EG,ADGRG,0.00405395886839578,0.0
EG,Immune,ADGRG,0.0012159931631954269,0.0
Immune,ENDO,ADGRG,0.0016498478544512505,0.0
Immune,EG,ADGRG,0.0012159931631954269,0.0
FIB,SM,MPZ,0.0017230168820536152,0.0
ENDO,SM,MPZ,0.0009432204556292366,0.0
SM,FIB,MPZ,0.0017230168820536152,0.0
SM,ENDO,MPZ,0.0009432204556292366,0.0
SM,SM,MPZ,0.003756186439729458,0.0
SM,Immune,MPZ,0.0008559375232602085,0.0
EG,EG,MPZ,0.003977199158831348,0.0
Keratinocyte,Immune,MPZ,0.0009315743750776455,0.0
Immune,SM,MPZ,0.0008559375232602085,0.0
Immune,Keratinocyte,MPZ,0.0009315743750776455,0.0
FIB,SM,ADGRL,0.00034575730838813304,0.0
FIB,EG,ADGRL,0.0017284991809353003,0.0
SM,FIB,ADGRL,0.0003457573083881331,0.0
SM,SM,ADGRL,0.001913518707435777,0.0
EG,FIB,ADGRL,0.0017284991809353003,0.0
EG,EG,ADGRL,0.006099018826981169,0.0
EG,Immune,ADGRL,0.0010684000296410834,0.0
Keratinocyte,Keratinocyte,ADGRL,0.00024113020261769076,0.0
Keratinocyte,Immune,ADGRL,0.0005512051760776014,0.0
Immune,EG,ADGRL,0.0010684000296410834,0.0
Immune,Keratinocyte,ADGRL,0.0005512051760776014,0.0
Immune,Immune,ADGRL,0.0007908960433208605,0.0
FIB,ENDO,ICAM,0.00042584374396681407,0.0
FIB,EG,ICAM,0.00027974141584052035,0.0
FIB,Immune,ICAM,0.00023376513629483187,0.0
ENDO,FIB,ICAM,0.000291837621344116,0.0
ENDO,ENDO,ICAM,0.0035137411881297773,0.0
ENDO,SM,ICAM,0.0003829557351606466,0.0
ENDO,Immune,ICAM,0.0007512138831193518,0.0
SM,ENDO,ICAM,0.0003829557351606466,0.0
SM,SM,ICAM,0.0013708447222741844,0.0
SM,Immune,ICAM,0.001273012228407822,0.0
EG,FIB,ICAM,0.00027974141584052035,0.0
EG,EG,ICAM,0.004682098458288659,0.0
Immune,FIB,ICAM,0.00023376513629483187,0.0
Immune,ENDO,ICAM,0.0009285833554696374,0.0
Immune,SM,ICAM,0.001273012228407822,0.0
FIB,ENDO,PECAM1,0.001506165087027083,0.0
FIB,SM,PECAM1,0.0008684285713277115,0.0
ENDO,FIB,PECAM1,0.001506165087027083,0.0
SM,FIB,PECAM1,0.0008684285713277116,0.0
EG,EG,PECAM1,0.008780418270379824,0.0
Immune,ENDO,PECAM1,0.001325931663216146,0.0
Immune,Immune,PECAM1,0.0012564867912764532,0.0
FIB,SM,NT,0.0010405936412832151,0.0
ENDO,ENDO,NT,0.0006449181148208662,0.0
ENDO,Keratinocyte,NT,0.0007269182449178769,0.0
ENDO,Immune,NT,0.0003928629960740576,0.0
SM,FIB,NT,0.0009203582741621372,0.0
SM,ENDO,NT,0.001339417506501184,0.0
SM,SM,NT,0.005548867069923554,0.0
SM,EG,NT,0.0025239865138400688,0.0
SM,Immune,NT,0.0005555277801701218,0.0
EG,EG,NT,0.0006036694033483675,0.0
Immune,ENDO,NT,0.0006587071158293632,0.0
Immune,EG,NT,0.0011272460380553446,0.0
SM,FIB,GALECTIN,0.0007748911462593869,0.0
SM,EG,GALECTIN,0.002187660909357298,0.0
EG,EG,GALECTIN,0.006683823466735817,0.0
Keratinocyte,EG,GALECTIN,0.001445733316562709,0.0
Immune,EG,GALECTIN,0.0018918829504141939,0.0
Immune,Keratinocyte,GALECTIN,0.002704354707783051,0.0
FIB,SM,SPP1,0.000800545080422933,0.0
SM,FIB,SPP1,0.0014705558054615257,0.0
SM,SM,SPP1,0.006779185855700794,0.0
SM,EG,SPP1,0.0017834584971323111,0.0
SM,Immune,SPP1,0.0007733063375752041,0.0
Immune,FIB,SPP1,0.003782035517576262,0.0
ENDO,ENDO,VEGF,0.0005760647713366008,0.0
ENDO,Keratinocyte,VEGF,0.00022335323837511284,0.0
SM,ENDO,VEGF,0.0005352354946767889,0.0
SM,SM,VEGF,0.0016976307641566985,0.0
SM,EG,VEGF,0.0004284021046174445,0.0
SM,Immune,VEGF,0.0006871447773672684,0.0
EG,FIB,VEGF,0.0012738212389612133,0.0
EG,ENDO,VEGF,0.0005343585839541375,0.0
EG,SM,VEGF,0.003061376967264275,0.0
EG,EG,VEGF,0.0030106038377451174,0.0
Keratinocyte,EG,VEGF,0.002661567120123022,0.0
Immune,EG,VEGF,0.0001865127004086459,0.0
FIB,SM,KLK,0.0017998652682258746,0.0
FIB,EG,KLK,0.0005473255196804242,0.0
ENDO,Immune,KLK,0.0007826121655091563,0.0
SM,FIB,KLK,0.0006976212502614197,0.0
SM,ENDO,KLK,0.0008186797742068722,0.0
SM,SM,KLK,0.002675741263647892,0.0
SM,EG,KLK,0.0009056117382480604,0.0
EG,EG,KLK,0.0024342305218288153,0.0
EG,Immune,KLK,0.001412703755978198,0.0
Keratinocyte,EG,KLK,0.0009046728737939449,0.0
Keratinocyte,Keratinocyte,KLK,0.0016841500303550264,0.0
EG,FIB,CypA,0.0033273062130337976,0.0
EG,EG,CypA,0.006155186461241656,0.0
Keratinocyte,FIB,CypA,0.0025328689054862313,0.0
Keratinocyte,Immune,CypA,0.0022403611854968967,0.0
ENDO,FIB,GAS,0.0007663164697398329,0.0
SM,FIB,GAS,0.0007673585210080333,0.0
SM,SM,GAS,0.0017942261950314176,0.0
SM,EG,GAS,0.00154575441204632,0.0
EG,FIB,GAS,0.002610553967614343,0.0
EG,SM,GAS,0.0008058108624828874,0.0
EG,EG,GAS,0.004727404853170008,0.0
EG,Immune,GAS,0.0007576787770017831,0.0
FIB,ENDO,COMPLEMENT,0.0012225407063309569,0.0
FIB,EG,COMPLEMENT,0.0016594027541254439,0.0
ENDO,EG,COMPLEMENT,0.0007366217015849713,0.0
SM,SM,COMPLEMENT,0.001245071994158368,0.0
SM,EG,COMPLEMENT,0.000727281173771644,0.0
EG,EG,COMPLEMENT,0.0020051383570317376,0.0
EG,Immune,COMPLEMENT,0.0009762420009012218,0.0
Immune,ENDO,COMPLEMENT,0.001319231676297383,0.0
Immune,EG,COMPLEMENT,0.0018718757097743752,0.0
Immune,Immune,COMPLEMENT,0.0011167413065967622,0.0
FIB,ENDO,NECTIN,0.000349424891997194,0.0
FIB,SM,NECTIN,0.0009752434374357557,0.0
ENDO,FIB,NECTIN,0.000349424891997194,0.0
ENDO,SM,NECTIN,0.0009208818838876852,0.0
SM,FIB,NECTIN,0.0009752434374357558,0.0
SM,ENDO,NECTIN,0.0009208818838876852,0.0
SM,SM,NECTIN,0.0015065564737045468,0.0
Keratinocyte,Keratinocyte,NECTIN,0.004319268138955259,0.0
Keratinocyte,Immune,NECTIN,0.00013594135141474167,0.0
Immune,Keratinocyte,NECTIN,0.00013594135141474167,0.0
Immune,Immune,NECTIN,0.0007813074419440947,0.0
FIB,EG,NRG,0.0004467109347461827,0.0
SM,FIB,NRG,0.0023354306259979977,0.0
SM,SM,NRG,0.0014941373746248316,0.0
SM,EG,NRG,0.0017917714910771951,0.0
EG,EG,NRG,0.0035457892578769443,0.0
EG,Keratinocyte,NRG,0.0009378177738262833,0.0
Immune,EG,NRG,0.0004541410949618819,0.0
Immune,Keratinocyte,NRG,0.0001459174841842811,0.0
FIB,ENDO,Netrin,0.00020033576331157679,0.0
ENDO,FIB,Netrin,0.00020033576331157679,0.0
SM,SM,Netrin,0.005960506496065032,0.0
EG,Immune,Netrin,0.002387173558853945,0.0
Immune,EG,Netrin,0.002387173558853945,0.0
FIB,ENDO,ANGPT,0.00046186985539823104,0.0
FIB,SM,ANGPT,0.0006874169035287572,0.0
ENDO,FIB,ANGPT,0.0006110243083321124,0.0
SM,FIB,ANGPT,0.0006622137861101232,0.0
SM,SM,ANGPT,0.0018509981944361763,0.0
EG,FIB,ANGPT,0.0004481595046361419,0.0
EG,ENDO,ANGPT,0.00099414559734487,0.0
EG,SM,ANGPT,0.0045245981068197105,0.0
EG,EG,ANGPT,0.0008486146825520964,0.0
FIB,EG,BMP,0.00012668986116664457,0.0
ENDO,FIB,BMP,0.0010701805777382203,0.0
ENDO,SM,BMP,0.0004271173201016426,0.0
ENDO,Keratinocyte,BMP,0.00029171298826616017,0.0
SM,SM,BMP,0.0022311956282392823,0.0
SM,EG,BMP,0.00035873705853099047,0.0
SM,Immune,BMP,0.00019571556485826263,0.0
EG,FIB,BMP,0.0006172714310416743,0.0
EG,ENDO,BMP,0.0006321172532200527,0.0
EG,SM,BMP,0.0002619755089827383,0.0
EG,EG,BMP,0.00236582269331245,0.0
EG,Immune,BMP,0.0005575488637995235,0.0
Keratinocyte,Keratinocyte,BMP,9.946949093233843e-05,0.0
Keratinocyte,Immune,BMP,1.650351015558324e-05,0.0
Immune,SM,BMP,0.0008034167093308698,0.0
Immune,EG,BMP,0.0002717189489193656,0.0
Immune,Keratinocyte,BMP,0.0006035214681192391,0.0
FIB,SM,TGFb,0.0004655188624122832,0.0
ENDO,EG,TGFb,0.00021074265106254912,0.0
SM,ENDO,TGFb,0.0013346298686948256,0.0
SM,SM,TGFb,0.0017327371951482487,0.0
SM,EG,TGFb,0.0009798909696143126,0.0
SM,Keratinocyte,TGFb,0.00029397105339931434,0.0
EG,SM,TGFb,0.00015735435129229399,0.0
EG,EG,TGFb,0.0018105564781202776,0.0
EG,Keratinocyte,TGFb,0.0027391131817718064,0.0
EG,Immune,TGFb,0.00027653037493416177,0.0
Immune,EG,TGFb,0.000534531267758045,0.0
FIB,ENDO,CDH,0.0011218309458484637,0.0
ENDO,FIB,CDH,0.0011218309458484637,0.0
EG,EG,CDH,0.005729824546158957,0.0
EG,Immune,CDH,0.0009754285414281883,0.0
Immune,EG,CDH,0.0009754285414281883,0.0
FIB,SM,PROS,0.0012696267740177451,0.0
ENDO,SM,PROS,0.0005622852660317043,0.0
SM,SM,PROS,0.0034550082695135333,0.0
SM,EG,PROS,0.0016923708359458346,0.0
EG,SM,PROS,0.001349601520687178,0.0
Keratinocyte,EG,PROS,0.0007555073274080337,0.0
Immune,EG,PROS,0.0007216619532764957,0.0
FIB,SM,CEACAM,0.00028837725450074636,0.0
SM,FIB,CEACAM,0.00028837725450074636,0.0
SM,EG,CEACAM,0.0005712388770295469,0.0
EG,SM,CEACAM,0.0005712388770295469,0.0
EG,EG,CEACAM,0.004500157024672848,0.0
EG,Immune,CEACAM,0.0012854123006261983,0.0
Immune,EG,CEACAM,0.0012854123006261985,0.0
FIB,FIB,THY1,0.002118033419137365,0.0
FIB,SM,THY1,0.0004519773863779213,0.0
ENDO,ENDO,THY1,0.0039675472586812935,0.0
ENDO,SM,THY1,0.0007274251996709948,0.0
SM,FIB,THY1,0.0004519773863779213,0.0
SM,ENDO,THY1,0.0007274251996709948,0.0
ENDO,EG,ACTIVIN,0.000407824460277151,0.0
ENDO,Keratinocyte,ACTIVIN,0.00029334948389801946,0.0
SM,SM,ACTIVIN,0.004896218959040124,0.0
SM,Immune,ACTIVIN,0.0004732999607346809,0.0
EG,FIB,ACTIVIN,0.0008768057984994589,0.0
EG,EG,ACTIVIN,0.0008549296866923319,0.0
Immune,SM,ACTIVIN,0.0005055713075387155,0.0
FIB,FIB,ADGRA,0.0017306797734311394,0.0
FIB,EG,ADGRA,0.0008665047405364139,0.0
SM,EG,ADGRA,0.0006805454822320897,0.0
EG,FIB,ADGRA,0.000866504740536414,0.0
EG,SM,ADGRA,0.0006805454822320897,0.0
EG,EG,ADGRA,0.0033869341294008566,0.0
FIB,EG,ANNEXIN,0.0007445065138361678,0.0
SM,SM,ANNEXIN,0.001558990847960981,0.0
EG,SM,ANNEXIN,0.0009118541625150819,0.0
EG,EG,ANNEXIN,0.0015682732672541162,0.0
EG,Keratinocyte,ANNEXIN,0.0009490939219762438,0.0
EG,Immune,ANNEXIN,0.0009312924397890572,0.0
Immune,EG,ANNEXIN,0.0010091978715391174,0.0
FIB,SM,ADGRB,0.0005431460023635913,0.0
FIB,EG,ADGRB,0.000530960236762236,0.0
FIB,Immune,ADGRB,0.00021867088941173818,0.0
ENDO,Immune,ADGRB,0.00011470024480961768,0.0
SM,FIB,ADGRB,0.0005431460023635913,0.0
SM,SM,ADGRB,0.001864301796872435,0.0
EG,FIB,ADGRB,0.000530960236762236,0.0
EG,EG,ADGRB,0.0022949175790436694,0.0
EG,Immune,ADGRB,0.00041442231095704214,0.0
Immune,FIB,ADGRB,0.00021867088941173818,0.0
Immune,ENDO,ADGRB,0.00011470024480961768,0.0
FIB,FIB,IL1,0.000831968221279937,0.0
FIB,SM,IL1,0.0005752255339746654,0.0
ENDO,SM,IL1,0.0009248036264928181,0.0
ENDO,Keratinocyte,IL1,0.00032839115990923405,0.0
SM,FIB,IL1,0.0004641067281945786,0.0
SM,SM,IL1,0.0023291168443204365,0.0
Keratinocyte,FIB,IL1,6.553666975832952e-05,0.0
Keratinocyte,ENDO,IL1,0.0002326641618876972,0.0
Keratinocyte,Keratinocyte,IL1,0.00017615758437463446,0.0
Keratinocyte,Immune,IL1,3.9208705173378086e-05,0.0
Immune,SM,IL1,0.0009355142732815648,0.0
Immune,Immune,IL1,0.00011848831751072616,0.0
FIB,EG,CHEMERIN,0.0008036500713069876,0.0
SM,SM,CHEMERIN,0.0014488203713303393,0.0
EG,ENDO,CHEMERIN,0.0009967323104958297,0.0
EG,EG,CHEMERIN,0.0019994319686709163,0.0
EG,Immune,CHEMERIN,0.0015536967711894548,0.0
SM,FIB,RELN,0.0005014681541168182,0.0
SM,ENDO,RELN,0.0012339147510920655,0.0
SM,SM,RELN,0.002946166194753191,0.0
SM,EG,RELN,0.0006019181883578424,0.0
EG,ENDO,RELN,0.0007538588047362491,0.0
EG,Immune,RELN,0.0005833954359218902,0.0
FIB,SM,PTPR,0.0006496409561120289,0.0
FIB,EG,PTPR,0.0006754362669710403,0.0
SM,EG,PTPR,0.0007786990833809712,0.0
EG,SM,PTPR,0.0007786990833809712,0.0
EG,EG,PTPR,0.0037375140148516147,0.0
FIB,EG,HSPG,0.0013564611538967146,0.0
SM,EG,HSPG,0.0013516067098484287,0.0
EG,EG,HSPG,0.0037177956815685133,0.0
EG,EG,ESAM,0.0037589268365132715,0.0
EG,Immune,ESAM,0.001267289107820693,0.0
Immune,EG,ESAM,0.001267289107820693,0.0
ENDO,Immune,NEGR,0.0008318139884657579,0.0
SM,SM,NEGR,0.002633397037718332,0.0
Keratinocyte,Immune,NEGR,0.0007768596927433544,0.0
Immune,ENDO,NEGR,0.0008318139884657579,0.0
Immune,Keratinocyte,NEGR,0.0007768596927433546,0.0
FIB,SM,PSAP,0.0013389347486820922,0.0
SM,SM,PSAP,0.0023644390850611425,0.0
Keratinocyte,FIB,PSAP,0.0010326320618217445,0.0
Immune,SM,PSAP,0.0010705107464375585,0.0
EG,EG,CDH5,0.0036004550169301437,0.0
EG,Immune,CDH5,0.0010436760872279713,0.0
Immune,EG,CDH5,0.0010436760872279713,0.0
ENDO,SM,CD46,0.000933625706823634,0.0
SM,FIB,CD46,0.0008735794192997979,0.0
SM,ENDO,CD46,0.000933625706823634,0.0
EG,EG,CD46,0.0029281471350035954,0.0
FIB,EG,GRN,0.0011842832219399737,0.0
EG,EG,GRN,0.003257370802964801,0.0
Immune,EG,GRN,0.0011660873303998742,0.0
FIB,SM,NRXN,0.0005812473532088927,0.0
FIB,EG,NRXN,0.00037700069229641025,0.0
SM,FIB,NRXN,0.0005812473532088927,0.0
SM,SM,NRXN,0.0022818455126280644,0.0
EG,FIB,NRXN,0.00037700069229641025,0.0
EG,EG,NRXN,0.001406314444158645,0.0
FIB,ENDO,SELE,0.0002652585792540518,0.0
FIB,SM,SELE,0.00047968448493447205,0.0
ENDO,FIB,SELE,0.0002652585792540518,0.0
ENDO,Immune,SELE,0.0007796644968841363,0.0
SM,FIB,SELE,0.00047968448493447205,0.0
Keratinocyte,Keratinocyte,SELE,0.0008250428210120299,0.0
Immune,ENDO,SELE,0.0007796644968841363,0.0
Immune,Immune,SELE,0.001597076034551753,0.0
FIB,EG,ADIPONECTIN,0.001699197758563583,0.0
SM,EG,ADIPONECTIN,0.0007291063520901488,0.0
EG,SM,ADIPONECTIN,0.0007351733646508118,0.0
EG,EG,ADIPONECTIN,0.0022489121273554574,0.0
FIB,FIB,GDF,0.0011713630646237349,0.0
FIB,SM,GDF,0.002553479766303131,0.0
SM,FIB,GDF,0.000652503163277336,0.0
EG,FIB,GDF,0.0004912083996939509,0.0
EG,EG,GDF,0.0004320909451569223,0.0
FIB,Immune,SELPLG,0.0003889011055963876,0.0
ENDO,ENDO,SELPLG,0.0010076532529961638,0.0
ENDO,SM,SELPLG,0.0004800815664480601,0.0
ENDO,Immune,SELPLG,0.00021353670718194452,0.0
SM,ENDO,SELPLG,0.00048008156644806005,0.0
Immune,FIB,SELPLG,0.0003889011055963876,0.0
Immune,ENDO,SELPLG,0.0003109467952789535,0.0
Immune,Immune,SELPLG,0.0018386711938356466,0.0
FIB,SM,CNTN,0.0006438486228811166,0.0
SM,FIB,CNTN,0.0006438486228811166,0.0
SM,Immune,CNTN,0.0006486883523840859,0.0
EG,EG,CNTN,0.003039751065981717,0.0
FIB,EG,PDGF,0.00033810254456470286,0.0
ENDO,EG,PDGF,0.00024259214919244393,0.0
SM,EG,PDGF,0.0010825060293704896,0.0
EG,ENDO,PDGF,0.0001824304894350402,0.0
EG,EG,PDGF,0.00232179387159587,0.0
EG,Keratinocyte,PDGF,0.00018462991090672847,0.0
Keratinocyte,SM,PDGF,0.00018697489453878662,0.0
Keratinocyte,EG,PDGF,0.0002217143904449619,0.0
Immune,EG,PDGF,0.0002138717020122562,0.0
SM,SM,CD45,0.00336195607928564,0.0
SM,Immune,CD45,0.001139525617284288,0.0
SM,SM,EDN,0.0023070234694676853,0.0
SM,EG,EDN,0.0006339492486963535,0.0
EG,ENDO,EDN,0.0007888224757407559,0.0
EG,SM,EDN,0.0007282637788023545,0.0
FIB,FIB,TNF,0.0005752113081781927,0.0
FIB,ENDO,TNF,0.0012526827708533334,0.0
FIB,EG,TNF,0.0007050594613287904,0.0
FIB,Keratinocyte,TNF,0.0011263257679602725,0.0
Immune,Immune,TNF,0.0006452119291195557,0.0
ENDO,EG,CSF,0.0006417827288832955,0.0
SM,EG,CSF,0.0013302855903276774,0.0
EG,FIB,CSF,0.0006439612692490184,0.0
EG,EG,CSF,0.0016634974557400654,0.0
EG,EG,OCLN,0.0019464480011804697,0.0
EG,Immune,OCLN,0.0010479947151583327,0.0
Immune,EG,OCLN,0.0010479947151583327,0.0
SM,SM,CSPG4,0.0028557167502644633,0.0
EG,Keratinocyte,CSPG4,0.0005628818395700388,0.0
Keratinocyte,EG,CSPG4,0.0005628818395700388,0.0
FIB,EG,CDH1,0.00046797633167990614,0.0
ENDO,Immune,CDH1,0.00029595785962934683,0.0
EG,FIB,CDH1,0.00046797633167990614,0.0
EG,EG,CDH1,0.0015498935335773888,0.0
Keratinocyte,Keratinocyte,CDH1,0.0008182393526420397,0.0
Immune,ENDO,CDH1,0.00029595785962934683,0.0
SM,SM,CD40,0.0021077631186152946,0.0
EG,ENDO,CD40,0.0004795954782075869,0.0
EG,SM,CD40,0.0008014413392975382,0.0
EG,Immune,CD40,0.0004080525870168849,0.0
SM,SM,TWEAK,0.0009870218473868964,0.0
EG,ENDO,TWEAK,0.0008829830201007602,0.0
EG,SM,TWEAK,0.0007070060196087529,0.0
EG,Keratinocyte,TWEAK,0.0009266174730830253,0.0
ENDO,ENDO,CHAD,0.0009386119826511645,0.0
ENDO,EG,CHAD,0.00047094117835016596,0.0
SM,ENDO,CHAD,0.0014732186647638784,0.0
EG,ENDO,CHAD,0.0005901765077665628,0.0
FIB,SM,CD34,0.0005114466404748212,0.0
SM,FIB,CD34,0.0005114466404748212,0.0
EG,EG,CD34,0.0023871520396319514,0.0
FIB,EG,IGFBP,0.0007600376218176886,0.0
SM,EG,IGFBP,0.0007851366488731748,0.0
Keratinocyte,Keratinocyte,IGFBP,0.001825698459777686,0.0
FIB,SM,SEMA6,0.0004700861022031378,0.0
ENDO,SM,SEMA6,0.00031086877742362207,0.0
SM,FIB,SEMA6,0.0004700861022031378,0.0
SM,ENDO,SEMA6,0.00031086877742362207,0.0
SM,SM,SEMA6,0.0017739250214965903,0.0
SM,SM,VISFATIN,0.0016502136789485595,0.0
EG,SM,VISFATIN,0.0009455170002310151,0.0
Keratinocyte,Immune,VISFATIN,0.0007386678672642718,0.0
FIB,FIB,CALCR,0.0013736109096122685,0.0
FIB,ENDO,CALCR,0.0008493524552570441,0.0
SM,EG,CALCR,0.0010900619909287744,0.0
ENDO,EG,TRAIL,0.0007557843080606118,0.0
SM,EG,TRAIL,0.0012169042173210628,0.0
EG,EG,TRAIL,0.0012811677342660607,0.0
ENDO,SM,BAFF,0.0005322049534150434,0.0
SM,SM,BAFF,0.0017073215538838682,0.0
EG,SM,BAFF,0.0008956442822474972,0.0
FIB,ENDO,VEGI,0.0004071611436918253,0.0
FIB,Keratinocyte,VEGI,0.0003053488900120968,0.0
SM,SM,VEGI,0.0023619000825016857,0.0
ENDO,EG,IL16,0.0005450463767912103,0.0
SM,SM,IL16,0.0009163546254113019,0.0
SM,EG,IL16,0.0005188565709714968,0.0
EG,ENDO,IL16,0.000542249828298712,0.0
Keratinocyte,EG,IL16,0.0004206014137508351,0.0
EG,EG,PERIOSTIN,0.0014619825057982988,0.0
EG,Keratinocyte,PERIOSTIN,0.0008278790614430679,0.0
Keratinocyte,EG,PERIOSTIN,0.0006254625021832269,0.0
SM,EG,AGRN,0.0009621075223072917,0.0
EG,EG,AGRN,0.0018888490351584473,0.0
FIB,ENDO,SEMA7,0.00012366983622590224,0.0
ENDO,FIB,SEMA7,0.00012366983622590224,0.0
ENDO,ENDO,SEMA7,0.0021580369367100076,0.0
ENDO,Immune,SEMA7,9.2267739315799e-05,0.0
Keratinocyte,Immune,SEMA7,4.199862945907612e-05,0.0
Immune,Keratinocyte,SEMA7,4.199862945907612e-05,0.0
Immune,Immune,SEMA7,0.00026643868727766905,0.0
FIB,ENDO,LIFR,0.0001788283983701217,0.0
FIB,EG,LIFR,0.0006140601732883553,0.0
EG,ENDO,LIFR,0.0007203102725000291,0.0
EG,EG,LIFR,0.0008074635747945489,0.0
Keratinocyte,Immune,LIFR,0.0002203705633572885,0.0
Immune,Immune,LIFR,0.00027352164634972405,0.0
ENDO,ENDO,PCDH,0.0018477393270351816,0.0
SM,EG,PCDH,0.000476621334135157,0.0
EG,SM,PCDH,0.000476621334135157,0.0
FIB,Immune,UNC5,3.514903193271416e-05,0.0
ENDO,Keratinocyte,UNC5,0.0009207395549908741,0.0
EG,EG,UNC5,0.0006904495280847834,0.0
Keratinocyte,ENDO,UNC5,0.0009207395549908741,0.0
Keratinocyte,Keratinocyte,UNC5,0.0001899647168843657,0.0
Immune,FIB,UNC5,3.514903193271416e-05,0.0
SM,SM,PLAU,0.0007123794961174622,0.0
SM,EG,PLAU,0.0011617473489488126,0.0
Keratinocyte,SM,PLAU,0.0007392781347879244,0.0
EG,EG,CTSG,0.0011016852998008508,0.0
EG,Immune,CTSG,0.0006547564821430601,0.0
Immune,EG,CTSG,0.0005631228533654537,0.0
SM,SM,SLIT,0.0013814516967999271,0.0
EG,SM,SLIT,0.0007857796443464307,0.0
FIB,FIB,LEP,0.0012763827330857175,0.0
FIB,ENDO,LEP,0.0008834411544740879,0.0
ENDO,Immune,SELL,0.00048355542601687384,0.0
Immune,ENDO,SELL,0.00048355542601687384,0.0
Immune,Immune,SELL,0.0011849137696101888,0.0
EG,ENDO,CX3C,0.0006484023355448656,0.0
EG,SM,CX3C,0.0005431259660619778,0.0
EG,EG,CX3C,0.0009265276065939298,0.0
FIB,Immune,CD96,0.0003640631647640642,0.0
ENDO,ENDO,CD96,0.0012624861842199502,0.0
Immune,FIB,CD96,0.0003640631647640642,0.0
ENDO,SM,PTH,0.0004807872663433508,0.0
ENDO,Immune,PTH,0.0005896132814541272,0.0
EG,EG,PTH,0.0008341607557657147,0.0
FIB,ENDO,APELIN,0.0002712777629701205,0.0
EG,EG,APELIN,0.0008369837394800989,0.0
EG,Keratinocyte,APELIN,0.00028033831388119896,0.0
Immune,EG,APELIN,0.00029110991803186164,0.0
FIB,EG,MELANOCORTIN,0.0003879652702533425,0.0
ENDO,ENDO,MELANOCORTIN,0.0006778746185804676,0.0
EG,Immune,MELANOCORTIN,0.0005216711866760234,0.0
FIB,SM,CLEC,0.000312488764388451,0.0
SM,FIB,CLEC,0.000312488764388451,0.0
SM,SM,CLEC,0.0009604160272038769,0.0
FIB,ENDO,CD6,0.00021659100032885023,0.0
ENDO,Immune,CD6,0.00019460231845931967,0.0
Immune,ENDO,CD6,0.00019460231845931967,0.0
Immune,Immune,CD6,0.0007870047791364073,0.0
EG,SM,KIT,0.0005066336782800913,0.0
EG,EG,KIT,0.0008675286832779158,0.0
FIB,FIB,APJ,0.00022074819905830006,0.0
FIB,ENDO,APJ,0.00033003249421434367,0.0
FIB,EG,APJ,0.0005513209524482872,0.0
Keratinocyte,EG,PROCR,0.0006064638857841108,0.0
Immune,Immune,PROCR,0.000322035982775138,0.0
SM,ENDO,IGF,0.0002736137197173157,0.0
SM,SM,IGF,0.00034882141879362334,0.0
EG,Keratinocyte,IGF,0.00014339106304124544,0.0
Keratinocyte,EG,IGF,0.00010617653138944958,0.0
Keratinocyte,Keratinocyte,EPGN,0.0003126633025557797,0.0
Keratinocyte,Immune,EPGN,5.932603201694201e-05,0.0
Immune,Keratinocyte,EPGN,5.9326032016942016e-05,0.0
FIB,FIB,IL6,0.00014330987662184417,0.0
FIB,ENDO,IL6,9.507118715027732e-05,0.0
FIB,Immune,IL6,0.00018660148300966896,0.0
