"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"WNT7B_FZD6_LRP6","WNT","Wnt7b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd6+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd6, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endocytosis, Lipoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT7B_FZD7_LRP6","WNT","Wnt7b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd7+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd7, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Endosome membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT7B_FZD8_LRP6","WNT","Wnt7b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd8+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd8, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Golgi apparatus, Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT7B_FZD9_LRP6","WNT","Wnt7b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd9+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd9, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT9A_FZD1_LRP6","WNT","Wnt9a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd1+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd1, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT9A_FZD10_LRP6","WNT","Wnt9a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd10+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd10, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT9A_FZD2_LRP6","WNT","Wnt9a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd2+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd2, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT9A_FZD3_LRP6","WNT","Wnt9a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd3+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd3, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT9A_FZD4_LRP6","WNT","Wnt9a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd4+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd4, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT9A_FZD5_LRP6","WNT","Wnt9a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd5+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd5, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Perikaryon, Cell projection, Axon, Synapse, Golgi apparatus membrane, Dendrite, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Lipid-binding, Receptor, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, Synapse, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT9A_FZD6_LRP6","WNT","Wnt9a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd6+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd6, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endocytosis, Lipoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT9A_FZD7_LRP6","WNT","Wnt9a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd7+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd7, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Endosome membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT9A_FZD8_LRP6","WNT","Wnt9a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd8+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd8, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Golgi apparatus, Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT9A_FZD9_LRP6","WNT","Wnt9a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd9+Lrp6)",FALSE,"Wnt9a","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","secreted",FALSE,"Fzd9, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT5A_FZD1","ncWNT","Wnt5a","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd1",FALSE,"Wnt5a","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Differentiation, Alternative splicing, Chondrogenesis, Dwarfism, Glycoprotein","wnt family",FALSE,"Fzd1","G-protein coupled receptor Fz/Smo","Cell membrane","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein","Receptors","Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT5A_FZD10","ncWNT","Wnt5a","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd10",FALSE,"Wnt5a","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Differentiation, Alternative splicing, Chondrogenesis, Dwarfism, Glycoprotein","wnt family",FALSE,"Fzd10","G-protein coupled receptor Fz/Smo","Cell membrane","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein","Receptors","Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT5A_FZD2","ncWNT","Wnt5a","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd2",FALSE,"Wnt5a","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Differentiation, Alternative splicing, Chondrogenesis, Dwarfism, Glycoprotein","wnt family",FALSE,"Fzd2","G-protein coupled receptor Fz/Smo","Membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation","Receptors","Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT5A_FZD3","ncWNT","Wnt5a","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd3",FALSE,"Wnt5a","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Differentiation, Alternative splicing, Chondrogenesis, Dwarfism, Glycoprotein","wnt family",FALSE,"Fzd3","G-protein coupled receptor Fz/Smo","Apical cell membrane, Membrane, Cell surface, Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation","Receptors","Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT5A_FZD4","ncWNT","Wnt5a","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd4",FALSE,"Wnt5a","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Differentiation, Alternative splicing, Chondrogenesis, Dwarfism, Glycoprotein","wnt family",FALSE,"Fzd4","G-protein coupled receptor Fz/Smo","Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation","Receptors","Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT5A_FZD7","ncWNT","Wnt5a","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd7",FALSE,"Wnt5a","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Differentiation, Alternative splicing, Chondrogenesis, Dwarfism, Glycoprotein","wnt family",FALSE,"Fzd7","G-protein coupled receptor Fz/Smo","Endosome membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation","Receptors","Frizzled;GPCR","","",TRUE,"CellChatDB v1"
