"","MGI.symbol","Symbol"
"4273","Gpr89","si:ch73-390b10.2"
"4274","Slc2a8","slc2a8"
"4275","Gse1","gse1"
"4276","Tbc1d24","tbc1d24"
"4277","Rgs17","rgs17"
"4278","Map2k2","map2k2a"
"4279","Map2k2","map2k2b"
"4280","Arpc4","arpc4"
"4281","Arpc4","arpc4l"
"4282","Tafa1","tafa1a"
"4283","Acsf2","acsf2"
"4284","Slc5a1","slc5a1"
"4285","Prkag3","prkag3a"
"4286","Gadd45b","gadd45bb"
"4287","Dcn","dcn"
"4288","Mlxipl","mlxipl"
"4289","Ap5m1","ap5m1"
"4290","Pten","ptenb"
"4291","Myoz3","myoz3a"
"4292","U2af2","u2af2a"
"4293","U2af2","u2af2b"
"4294","Gfra2","gfra2a"
"4295","Gfra2","gfra2b"
"4296","Tfrc","tfr1b"
"4297","Rnf146","rnf146"
"4298","Nf2","nf2a"
"4299","Pgbd5","pgbd5"
"4300","Epha4","epha4a"
"4301","Ppp2r5b","ppp2r5b"
"4302","Ddx28","ddx28"
"4303","Hyal2","hyal2a"
"4304","Senp6","senp6b"
"4305","Helz2","zgc:113057"
"4306","Mrps23","mrps23"
"4307","Med4","med4"
"4308","Snap47","snap47"
"4309","Alkbh6","alkbh6"
"4310","Gpr137c","gpr137c"
"4311","Parp9","parp9"
"4312","Gcm2","gcm2"
"4313","Cipc","cipca"
"4314","Stxbp6","stxbp6l"
"4315","Ccdc33","ccdc33"
"4316","E130308A19Rik","si:ch211-126i22.5"
"4317","Ano5","ano5b"
"4318","Ppp6r3","ppp6r3"
"4319","Mon1a","mon1a"
"4320","Wdr13","wdr13"
"4321","Gins3","gins3"
"4322","Gab2","gab2"
"4323","Dbp","dbpa"
"4324","Fxn","fxn"
"4325","Wdr19","wdr19"
"4326","Knstrn","knstrn"
"4327","Gja8","gja8b"
"4328","Gls2","gls2b"
"4329","Mlf2","mlf2"
"4330","Coa4","si:ch211-215a9.5"
"4331","Mis18a","mis18a"
"4332","Nedd8","nedd8"
"4333","Hacd4","si:ch73-41h24.1"
"4334","Sox13","sox13"
"4335","Kcnf1","kcnf1a"
"4336","Oprk1","oprk1"
"4337","Ikzf4","ikzf4"
"4338","Ankrd16","ankrd16"
"4339","Glt1d1","glt1d1"
"4340","Tapbp","tapbp.1"
"4341","Tapbp","tapbp.2"
"4342","Ndufb7","ndufb7"
"4343","Adipor1","adipor1a"
"4344","Rcor3","rcor3"
"4345","Prmt9","prmt9"
"4346","Tbkbp1","tbkbp1"
"4347","Slc15a4","slc15a4"
"4348","Dnase2b","dnase2b"
"4349","Elovl2","elovl2"
"4350","Ift46","ift46"
"4351","Gria2","gria2a"
"4352","Myorg","myorg"
"4353","Myorg","si:ch211-117c19.1"
"4354","Fahd1","fahd1"
"4355","Noxa1","noxa1"
"4356","Gss","gss"
"4357","Fam219a","fam219aa"
"4358","Mchr1","mchr1b"
"4359","Nfatc2ip","nfatc2ip"
"4360","A130010J15Rik","zgc:112163"
"4361","Exosc1","exosc1"
"4362","Arhgap1","arhgap1"
"4363","Ncoa4","ncoa4"
"4364","Frs2","frs2a"
"4365","Golph3","golph3"
"4366","BC004004","zgc:162255"
"4367","Prdm4","prdm4"
"4368","Dock5","dock5"
"4369","Zcchc24","zcchc24"
"4370","Phyhipl","phyhipla"
"4371","Mlycd","mlycd"
"4372","Lpin1","lpin1"
"4373","Sacs","sacs"
"4374","Rims1","rims1a"
"4375","Bco2","bco2a"
"4376","Fst","fsta"
"4377","Fst","fstb"
"4378","Dcbld2","dcbld2"
"4379","Rpap2","rpap2"
"4380","Flad1","flad1"
"4381","Camsap1","camsap1a"
"4382","Nxnl1","nxnl1"
"4383","Hs6st2","hs6st2"
"4384","P2rx5","p2rx5"
"4385","Mylk3","mylk3"
"4386","Wipf2","wipf2a"
"4387","Gpatch8","gpatch8"
"4388","Mug1","si:ch211-212c13.10"
"4389","Mug1","a2ml"
"4390","Mug1","sb:cb37"
"4391","Mug1","si:ch211-212c13.8"
"4392","Mug1","si:dkey-52d15.2"
"4393","Mug1","si:dkey-105h12.2"
"4394","Srpx2","srpx2"
"4395","Creb1","creb1b"
"4396","Ncald","ncalda"
"4397","Lin9","lin9"
"4398","Ptpn21","ptpn21"
"4399","Ankrd39","ankrd39"
"4400","Cdk5rap2","cdk5rap2"
"4401","Il12b","il12ba"
"4402","Dclre1a","dclre1a"
"4403","Hibadh","hibadhb"
"4404","Hip1","hip1"
"4405","Bcar3","bcar3"
"4406","1700007K13Rik","si:ch211-248e11.2"
"4407","4921524J17Rik","zgc:92818"
"4408","Ascc2","ascc2"
"4409","Mdm2","mdm2"
"4410","Cnnm4","si:ch211-230g14.6"
"4411","Cnnm4","cnnm4b"
"4412","Rpl18a","rpl18a"
"4413","Mgp","mgp"
"4414","Fam189a2","fam189a2"
"4415","Rraga","rraga"
"4416","Hscb","si:ch211-207k7.4"
"4417","Asphd1","asphd1"
"4418","Tnni1","tnni1a"
"4419","Wtap","wtap"
"4420","Ccdc93","ccdc93"
"4421","Snx9","snx9b"
"4422","Stt3a","stt3a"
"4423","Rgs9","rgs9b"
"4424","Pabpc4","pabpc4"
"4425","Mccc1","mccc1"
"4426","Sowaha","sowahab"
"4427","Sun1","zgc:152977"
"4428","Sun1","sun1"
"4429","Smarcad1","smarcad1a"
"4430","Itga2b","itga2b"
"4431","Cdh1","si:dkey-30c15.12"
"4432","Igsf21","igsf21b"
"4433","Exo5","exo5"
"4434","Irf7","irf7"
"4435","Pde1a","pde1a"
"4436","Kcnk10","kcnk10a"
"4437","Kcnk10","kcnk10b"
"4438","Arl4c","arl4cb"
"4439","Csnk2a2","csnk2a2b"
"4440","Gadd45a","gadd45ab"
"4441","Prkab1","prkab1b"
"4442","Brwd1","brwd1"
"4443","Vegfa","vegfaa"
"4444","Hectd1","hectd1"
"4445","Metrnl","metrnlb"
"4446","Pyurf","zgc:162634"
"4447","Gpr155","gpr155a"
"4448","Lyve1","lyve1b"
"4449","Jak2","jak2b"
"4450","Ovch2","ovch2"
"4451","Far2","si:dkey-97m3.1"
"4452","Cacng8","cacng8a"
"4453","Cacng8","cacng8b"
"4454","Smc4","smc4"
"4455","Kbtbd13","kbtbd13"
"4456","Vps50","vps50"
"4457","Rap1gap2","si:ch1073-90m23.1"
"4458","Btg1b","btg1"
"4459","Commd9","commd9"
"4460","Depp1","si:dkeyp-72g9.4"
"4461","Cxcl14","cxcl14"
"4462","Hyal1","hyal1"
"4463","Ankfn1","si:ch211-277e21.2"
"4464","Eif4g2","eif4g2b"
"4465","Emb","emb"
"4466","Rreb1","rreb1b"
"4467","Mturn","mturn"
"4468","Acvrl1","acvr1l"
"4469","Mkx","mkxa"
"4470","Cd151","cd151l"
"4471","Chgb","chga"
"4472","Sh3pxd2a","sh3pxd2aa"
"4473","Nog","nog3"
"4474","Gdpd1","gdpd1"
"4475","Oprm1","oprm1"
"4476","Pnp","pnp6"
"4477","Pnp","pnp4b"
"4478","Arl2","arl2"
"4479","Itprip","itprip"
"4480","Brca2","brca2"
"4481","Flot1","flot1b"
"4482","Pigt","pigt"
"4483","Csnk1d","csnk1db"
"4484","Cul3","cul3a"
"4485","Pdyn","pdyn"
"4486","Sp4","sp4"
"4487","Plcd4","plcd4b"
"4488","Plcd4","plcd4a"
"4489","Birc2","birc2"
"4490","Bace2","bace2"
"4491","Cdk13","cdk13"
"4492","Kbtbd11","kbtbd11"
"4493","Psmc4","psmc4"
"4494","Nr2c1","nr2c1"
"4495","Lefty1","lft2"
"4496","Lefty1","lft1"
"4497","Zfr2","zfr2"
"4498","Gpat3","gpat3"
"4499","Cep76","cep76"
"4500","Rragc","rragca"
"4501","Hes3","her3"
"4502","Itga1","itga1"
"4503","Aen","zgc:152968"
"4504","Gal","galn"
"4505","Prkag1","prkag1"
"4506","Glrb","glrba"
"4507","Arhgap42","arhgap42a"
"4508","Asap1","asap1a"
"4509","Npepps","npepps"
"4510","Prss45","plaua"
"4511","Selenot","selenot1a"
"4512","Il15","il15"
"4513","Gspt2","eef2a.2"
"4514","Spata13","spata13"
"4515","Arsg","arsg"
"4516","Glyat","si:dkey-76k16.5"
"4517","Glyat","si:dkey-76k16.6"
"4518","Dhcr7","dhcr7"
"4519","Cfap57","cfap57"
"4520","Ano2","ano2b"
"4521","Psmb9","psmb9a"
"4522","Mos","mos"
"4523","Cngb3","cngb3.1"
"4524","Lrrc58","lrrc58a"
"4525","Ap4e1","ap4e1"
"4526","P3h1","p3h1"
"4527","Dpysl5","dpysl5a"
"4528","Nts","nts"
"4529","Ntn1","ntn1a"
"4530","Ntn1","ntn1b"
"4531","Osbpl2","osbpl2a"
"4532","Osbpl2","osbpl2b"
"4533","Slc35d2","slc35d2"
"4534","Zdhhc22","zdhhc22"
"4535","Polq","polq"
"4536","Tln2","tln2a"
"4537","Pde12","pde12"
"4538","Stx1b","stx1b"
"4539","Zfp622","znf622"
"4540","Syt16","syt16"
"4541","Gldn","gldn"
"4542","Lepr","lepr"
"4543","Cenph","cenph"
"4544","Caprin2","caprin2"
"4545","Ptprf","ptprfb"
"4546","Ptprf","ptprfa"
"4547","Ptar1","ptar1"
"4548","Lias","lias"
"4549","Nudt14","nudt14"
"4550","Usp9y","usp9"
"4551","E130309D02Rik","zgc:56409"
"4552","Fgf4","fgf4"
"4553","Golph3l","golph3l"
"4554","Ttc9c","ttc9c"
"4555","Mcm6","mcm6"
"4556","Slc38a11","slc38a11"
"4557","Hic2","hic1l"
"4558","Thsd1","thsd1"
"4559","Sys1","sys1"
"4560","Ppara","pparab"
"4561","Rpn1","rpn1"
"4562","Prelp","prelp"
"4563","Mpp6","mpp6b"
"4564","Slc35e3","slc35e3"
"4565","Dgka","dgkaa"
"4566","Plekhm2","plekhm2"
"4567","Sccpdh","sccpdha.2"
"4568","Sccpdh","sccpdha.1"
"4569","Sccpdh","sccpdhb"
"4570","Scg2","scg2b"
"4571","Gsta1","gsta.2"
"4572","Gsta1","gsta.1"
"4573","Lim2","lim2.5"
"4574","Cnot10","cnot10"
"4575","Hbb-y","hbbe2"
"4576","Hbb-y","hbbe3"
"4577","Trpc6","trpc6a"
"4578","Orc6","orc6"
"4579","Cdc6","cdc6"
"4580","Stk35","stk35"
"4581","Gskip","gskip"
"4582","Rcc1l","rcc1l"
"4583","Shisa7","shisa7b"
"4584","Sarm1","sarm1"
"4585","Pcf11","pcf11"
"4586","Parp14","si:ch211-219a4.3"
"4587","Pdzk1ip1","pdzk1ip1"
"4588","Adamtsl2","adamtsl2"
"4589","Atf6","atf6"
"4590","Dlk2","dlk2"
"4591","Dipk2a","dipk2ab"
"4592","Pou5f2","pou3f3a"
"4593","Pou5f2","pou3f1"
"4594","Uqcrfs1","uqcrfs1"
"4595","Fam126a","fam126a"
"4596","Slc22a18","slc22a18"
"4597","Adamts15","adamts15a"
"4598","Rtn4rl1","rtn4rl1a"
"4599","Agtr2","agtr2"
"4600","Lrpap1","lrpap1"
"4601","Churc1","churc1"
"4602","Nudt3","nudt3b"
"4603","Nudt3","nudt3a"
"4604","Trmt11","trmt11"
"4605","Ntn3","ntn2"
"4606","Yod1","yod1"
"4607","Sdf2l1","sdf2l1"
"4608","Rgs3","rgs3b"
"4609","Anks1","anks1ab"
"4610","Krt19","si:ch211-156l18.7"
"4611","Krt19","krt95"
"4612","Rtcb","rtcb"
"4613","Gna13","gna13a"
"4614","Nudt17","nudt17"
"4615","Cmip","cmip"
"4616","Dbf4","dbf4"
"4617","Lrrn4cl","si:ch1073-303k11.2"
"4618","Lrrc4","lrrc4.2"
"4619","Nhlrc2","nhlrc2"
"4620","Wdr92","wdr92"
"4621","Fam174b","fam174b"
"4622","Tada3","tada3l"
"4623","Kirrel","kirrel1a"
"4624","Slc7a6os","slc7a6os"
"4625","Hells","hells"
"4626","Serpinh1","serpinh1a"
"4627","Tgfbr2","tgfbr2b"
"4628","Rfx1","rfx1b"
"4629","Rfx1","rfx1a"
"4630","Myo5b","myo5b"
"4631","Rfc4","rfc4"
"4632","Sbno2","si:ch73-63e15.2"
"4633","Pdilt","pdia8"
"4634","Timm23","timm23b"
"4635","Timm23","timm23a"
"4636","Csnk1g1","csnk1g1"
"4637","Ncoa5","ncoa5"
"4638","Cpvl","cpvl"
"4639","Iqcd","iqcd"
"4640","Rgs13","rgs13"
"4641","Arf1","arf2a"
"4642","Dnph1","dnph1"
"4643","Cers6","cers6"
"4644","Pisd","pisd"
"4645","Fscn2","fscn2b"
"4646","Nxpe5","si:ch211-162k9.5"
"4647","Nxpe5","si:dkey-285b23.4"
"4648","Nxpe5","si:dkey-285b23.3"
"4649","Nxpe5","si:ch211-162k9.6"
"4650","Mcm3ap","mcm3ap"
"4651","Tubg1","tubg1"
"4652","Impact","impact"
"4653","Ctdnep1","ctdnep1b"
"4654","Tef","tefb"
"4655","Exd1","exd1"
"4656","Utp4","utp4"
"4657","Ilf2","ilf2"
"4658","Rps25","rps25"
"4659","Pex12","pex12"
"4660","Hs6st1","hs6st1b"
"4661","Hs6st1","hs6st1a"
"4662","Pcnx2","pcnx2"
"4663","Homer3","homer3b"
"4664","Adgrg2","adgrg4b"
"4665","Soga1","si:ch211-197l9.2"
"4666","Soga1","soga1"
"4667","Arih2","arih2"
"4668","Bola1","bola1"
"4669","Hapln4","hapln4"
"4670","Bmp6","bmp6"
"4671","Chmp5","chmp5a"
"4672","Chmp5","chmp5b"
"4673","Yrdc","yrdc"
"4674","Tmc2","tmc2b"
"4675","Nav1","nav1b"
"4676","Tbl1xr1","tbl1xr1a"
"4677","Ezh1","ezh1"
"4678","Nt5c1b","nt5c1ba"
"4679","Ntn4","ntn4"
"4680","Mtus1","mtus1a"
"4681","Aup1","aup1"
"4682","Tekt4","tekt4"
"4683","Bag2","bag2"
"4684","Tcf7l1","tcf7l1a"
"4685","Txn1","txn"
"4686","Ppp2r5d","ppp2r5d"
"4687","Ppp1r1c","ppp1r1c"
"4688","Pcdh11x","pcdh11"
"4689","Ada","ada"
"4690","Qrfpr","qrfpra"
"4691","Ano9","ano9b"
"4692","Cisd1","cisd1"
"4693","Decr1","decr1"
"4694","Pycr2","pycr1b"
"4695","Atp6v0d1","atp6v0d1"
"4696","Slc37a1","slc37a1"
"4697","Ildr1","ildr1a"
"4698","Ugcg","ugcg"
"4699","Cyp26c1","cyp26c1"
"4700","Blzf1","blzf1"
"4701","Pxk","pxk"
"4702","Gm34653","si:ch73-29c22.2"
"4703","Atp5b","atp5f1b"
"4704","Ssr2","ssr2"
"4705","Rpl5","rpl5b"
"4706","Stoml1","stoml1"
"4707","Rbms2","rbms2b"
"4708","Rbms2","rbms2a"
"4709","Vtn","vtna"
"4710","Kdm5b","kdm5ba"
"4711","Itgb5","itgb5"
"4712","Skor1","skor1b"
"4713","Cdca4","cdca4"
"4714","Akt1s1","akt1s1"
"4715","Lypla1","lypla1"
"4716","Ercc3","ercc3"
"4717","Tcn2","tcn2"
"4718","Map3k19","map3k19"
"4719","Tpgs2","tpgs2"
"4720","Thbs1","thbs1b"
"4721","6030458C11Rik","zgc:56556"
"4722","Eno3","eno3"
"4723","Rmdn1","rmdn1"
"4724","Rab7","rab7a"
"4725","Sgtb","sgtb"
"4726","Dnmt3l","dnmt3bb.2"
"4727","Dnmt3l","dnmt3bb.3"
"4728","Mtmr12","mtmr12"
"4729","Rxra","rxrab"
"4730","Mapk9","mapk9"
"4731","Rpl23a","rpl23a"
"4732","Rdh8","zgc:109982"
"4733","Rdh8","rdh8b"
"4734","Trmt12","trmt12"
"4735","Abcg4","abcg4b"
"4736","Rrp7a","rrp7a"
"4737","Xpo4","xpo4"
"4738","Iqch","iqch"
"4739","Pcdh15","pcdh15a"
"4740","Odf2","odf2b"
"4741","Odf2","odf2a"
"4742","4921504E06Rik","si:dkey-188g12.1"
"4743","Yaf2","yaf2"
"4744","Trpv2","trpv1"
"4745","Ttc29","ttc29"
"4746","Ftdc1","zgc:56095"
"4747","Syncrip","syncripl"
"4748","Mad2l2","mad2l2"
"4749","Pigk","pigk"
"4750","Pik3r1","pik3r1"
"4751","Gtf3c5","gtf3c5"
"4752","Alkbh4","alkbh4"
"4753","Atp5g3","atp5mc3a"
"4754","Emc3","emc3"
"4755","Ptx4","ptx4"
"4756","Chst13","si:ch211-236h17.3"
"4757","Sh3glb1","sh3glb1a"
"4758","Cdc7","cdc7"
"4759","Nipbl","nipbla"
"4760","Lrrc45","lrrc45"
"4761","Slc9a1","slc9a1b"
"4762","Scamp3","scamp3"
"4763","Dscam","dscama"
"4764","Dscam","dscamb"
"4765","Lrp3","lrp3"
"4766","Sec16b","sec16b"
"4767","Hps4","hps4"
"4768","Nfyb","nfyba"
"4769","Nfyb","nfybb"
"4770","Rassf9","rassf9"
"4771","Nck2","nck2a"
"4772","Tpr","tprb"
"4773","Spsb3","spsb3b"
"4774","Ccdc40","ccdc40"
"4775","Ankrd6","ankrd6b"
"4776","Zxdc","zic6"
"4777","Knop1","knop1"
"4778","Rpgrip1","rpgrip1"
"4779","Strada","strada"
"4780","Timm8b","timm8b"
"4781","Myl6b","myl6"
"4782","Osr1","osr1"
"4783","Pnpla6","pnpla6"
"4784","Arfgap3","arfgap3"
"4785","Grap","grapb"
"4786","Tcap","tcap"
"4787","Ankrd66","si:ch211-189e2.2"
"4788","Acer3","acer3"
"4789","Pef1","pef1"
"4790","Wipf1","wipf1a"
"4791","Phactr3","phactr3a"
"4792","Nipsnap1","nipsnap1"
"4793","Ap2m1","ap2m1b"
"4794","Tcf15","tcf15"
"4795","Gpd1","gpd1b"
"4796","Gpd1","gpd1a"
"4797","Nop2","nop2"
"4798","Lratd2","zgc:110182"
"4799","Vps4b","si:dkey-185p13.1"
"4800","Phactr4","phactr4a"
"4801","Gpr65","gpr65"
"4802","Atp8b3","atp8b3"
"4803","Sik2","sik2a"
"4804","Creb3l2","creb3l2"
"4805","Cryab","cryabb"
"4806","Inpp4b","inpp4b"
"4807","Yeats4","yeats4"
"4808","Cdh4","cdh4"
"4809","Fxr2","fxr2"
"4810","Qpctl","qpctlb"
"4811","Qpctl","qpctla"
"4812","Rfx5","rfx5"
"4813","Spen","spen"
"4814","Fdxacb1","fdxacb1"
"4815","Slc16a11","si:dkey-246g23.4"
"4816","Ccdc61","ccdc61"
"4817","Glt8d2","glt8d2"
"4818","Oprd1","oprd1a"
"4819","Hes7","her1"
"4820","Zfr","zfr"
"4821","Lamtor3","lamtor3"
"4822","Syne2","si:ch211-207i1.2"
"4823","Ctdp1","ctdp1"
"4824","Snx11","snx11"
"4825","Rab5a","rab5ab"
"4826","Elavl2","elavl2"
"4827","Anxa1","anxa1a"
"4828","Onecut3","onecut3a"
"4829","Gfra4","gfra4a"
"4830","Slc17a7","slc17a7a"
"4831","Alg14","alg14"
"4832","Vopp1","si:dkey-24c2.9"
"4833","Pxdc1","pxdc1b"
"4834","Abhd17a","abhd17ab"
"4835","Ttc9","si:ch211-259k16.3"
"4836","Slc8a3","slc8a3"
"4837","Ss18l2","ss18l2"
"4838","Mbnl3","mbnl3"
"4839","Mc3r","mc3r"
"4840","Aftph","aftphb"
"4841","Gabrr1","gabrr1"
"4842","Tfpi2","tfpi2"
"4843","Rnf145","rnf145a"
"4844","Asah1","asah1a"
"4845","Slc19a3","slc19a3b"
"4846","Shpk","shpk"
"4847","Zfp106","znf106b"
"4848","2700097O09Rik","zgc:109986"
"4849","Fgf14","fgf14"
"4850","Il10","il10"
"4851","Insig1","insig1"
"4852","Rnf165","rnf165a"
"4853","Fbxl17","fbxl17"
"4854","Flnb","flnb"
"4855","Mrps36","mrps36"
"4856","Slc20a1","slc20a1a"
"4857","Spef2","spef2"
"4858","Ankrd13a","ankrd13a"
"4859","Dglucy","dglucy"
"4860","Otud7b","otud7b"
"4861","Mustn1","mustn1a"
"4862","Wdr33","wdr33"
"4863","Sub1","sub1b"
"4864","Nktr","nktr"
"4865","Gnptg","gnptg"
"4866","Tcaim","tcaim"
"4867","Qdpr","qdprb2"
"4868","Qdpr","zgc:171517"
"4869","Qdpr","qdpra"
"4870","Lcmt1","lcmt1"
"4871","Arl8a","arl8a"
"4872","Lsm1","lsm1"
"4873","Mpdu1","mpdu1b"
"4874","Mpdu1","mpdu1a"
"4875","Colq","colq"
"4876","Pdhb","pdhb"
"4877","Mrtfa","mrtfab"
"4878","Grxcr1","grxcr1a"
"4879","Cmtr1","cmtr1"
"4880","Ccm2","ccm2"
"4881","Rbm33","rbm33a"
"4882","Capn3","capn3b"
"4883","Cx3cr1","ccr11.1"
"4884","Btbd10","btbd10a"
"4885","Btbd10","btbd10b"
"4886","Lmo3","lmo3"
"4887","Hps3","hps3"
"4888","Rfng","rfng"
"4889","Mapk4","mapk4"
"4890","Zpld2","zpd"
"4891","Zpld2","si:ch211-103f14.3"
"4892","Zpld2","si:dkey-4p15.5"
"4893","Zpld2","si:ch211-229d2.5"
"4894","Hoxb9","hoxb9a"
"4895","Slc6a9","slc6a9"
"4896","Mmp11","mmp11b"
"4897","Ccn4","ccn4a"
"4898","Rpp38","rpp38"
"4899","Slc44a2","slc44a2"
"4900","Csrp1","csrp1a"
"4901","Ei24","ei24"
"4902","Gcnt4","si:dkeyp-87d8.8"
"4903","Gcnt4","gcnt4b"
"4904","Rin2","si:ch211-85n16.4"
"4905","Foxa2","foxa2"
"4906","Chmp2b","chmp2bb"
"4907","Ubxn10","ubxn10"
"4908","Ephb2","ephb2a"
"4909","Itga8","itga8"
"4910","Diaph3","diaph3"
"4911","Adgrg3","adgrg1"
"4912","Pip4k2a","pip4k2ab"
"4913","Cblb","cblb"
"4914","Abcb11","abcb11b"
"4915","Upp2","upp2"
"4916","Slc52a2","slc52a2"
"4917","Majin","si:dkey-23i12.11"
"4918","Srpk3","srpk3"
"4919","Ftsj1","ftsj1"
"4920","Mprip","si:ch73-103b11.2"
"4921","Adam8","adam8b"
"4922","F7","f7l"
"4923","Thrap3","thrap3b"
"4924","Gas8","gas8"
"4925","Hoxa9","hmx4"
"4926","Apod","apoda.2"
"4927","Apod","apoda.1"
"4928","Apod","apodb"
"4929","Dsc3","dsc2l"
"4930","Snph","snpha"
"4931","Ift80","ift80"
"4932","Kcnj12","kcnj12a"
"4933","Naxd","naxd"
"4934","Map2k7","map2k7"
"4935","Matn1","matn1"
"4936","Arf3","arf3a"
"4937","Map2k4","map2k4b"
"4938","Etl4","si:ch211-207d6.2"
"4939","Arfip2","arfip2b"
"4940","Arfip2","arfip2a"
"4941","Arf5","arf4a"
"4942","Arf5","zgc:77650"
"4943","Klf14","klf17"
"4944","Klf14","si:ch211-117k10.3"
"4945","Magi2","magi2a"
"4946","Pdrg1","pdrg1"
"4947","Lrrc73","lrrc73"
"4948","Dlg2","dlg2"
"4949","Lipa","lipf"
"4950","Cog2","cog2"
"4951","Pikfyve","pikfyve"
"4952","P2ry10","p2ry10"
"4953","Slit3","slit3"
"4954","Ift88","ift88"
"4955","Cyfip1","cyfip1"
"4956","Slc41a1","slc41a1"
"4957","Brinp3","brinp3a.2"
"4958","Fgr","yrk"
"4959","Kcnq3","kcnq3"
"4960","Emg1","emg1"
"4961","Tpcn1","tpcn1"
"4962","Ints11","ints11"
"4963","Grin3b","grin3bb"
"4964","Usp7","usp7"
"4965","Pum3","pum3"
"4966","Drosha","drosha"
"4967","Ube2j1","ube2j1"
"4968","Traip","traip"
"4969","Gphb5","si:dkey-23i12.9"
"4970","Kdf1","kdf1b"
"4971","Nr1d2","nr1d2a"
"4972","Ddx51","ddx51"
"4973","Snrpb2","snrpb2"
"4974","Camkk1","camkk1a"
"4975","Rps23","rps23"
"4976","Smox","paox1"
"4977","Psmd13","psmd13"
"4978","Tars","tars1"
"4979","Ess2","ess2"
"4980","Trmt5","trmt5"
"4981","Ints3","ints3"
"4982","Gcdh","gcdha"
"4983","Tmem222","tmem222b"
"4984","Eif4ebp3","eif4ebp3"
"4985","Gabrr3","gabrr3a"
"4986","Gemin8","gemin8"
"4987","Rhpn2","rhpn2"
"4988","Apba2","apba2a"
"4989","Apba2","apba2b"
"4990","Lmbr1l","lmbr1l"
"4991","Abl1","abl1"
"4992","Insr","insrb"
"4993","Arhgef16","arhgef16"
"4994","Itpa","itpa"
"4995","Gli3","gli3"
"4996","Egln1","egln1b"
"4997","Arntl","arntl1a"
"4998","Arntl","arntl1b"
"4999","Cntn1","cntn1b"
"5000","Cdc25a","cdc25b"
"5001","Tnfaip2","tnfaip2b"
"5002","Ankle1","zgc:85936"
"5003","Mcm3","mcm3"
"5004","Osbpl7","osbpl7"
"5005","Coq7","coq7"
"5006","Cxxc5","cxxc5a"
"5007","Snx5","snx5"
"5008","Phykpl","phykpl"
"5009","Vwa5b1","vwa5b1"
"5010","Fhl2","fhl2a"
"5011","Prg4","prg4b"
"5012","Dctpp1","dctpp1"
"5013","Arid1a","arid1ab"
"5014","Syngap1","syngap1a"
"5015","Dennd6a","dennd6aa"
"5016","Kif22","kif22"
"5017","Samhd1","samhd1"
"5018","Rbfox3","rbfox3b"
"5019","Rbfox3","rbfox3a"
"5020","Xkr7","xkr7"
"5021","Sfi1","sfi1"
"5022","Ydjc","ydjc"
"5023","Cul1","cul1a"
"5024","Cul1","cul1b"
"5025","Fam217b","fam217b"
"5026","Usp30","usp30"
"5027","Cacna2d1","si:dkey-266j7.2"
"5028","BC055324","si:dkey-97o5.1"
"5029","Morc4","morc3b"
"5030","Antxr2","antxr2b"
"5031","Ide","ide"
"5032","Arhgef10l","arhgef10lb"
"5033","Arhgef10l","arhgef10la"
"5034","Adipoq","adipoqa"
"5035","Upf3a","upf3a"
"5036","Dlgap3","dlgap3"
"5037","Tmem208","tmem208"
"5038","Evx2","evx2"
"5039","Mzt1","si:dkey-15d12.2"
"5040","Nlrc3","nlrc3"
"5041","Gp2","si:dkey-9l20.3"
"5042","Gp2","si:ch73-338o16.4"
"5043","Gp2","si:ch211-226h7.5"
"5044","Gp2","si:ch211-226h7.8"
"5045","Gp2","si:ch211-226h7.6"
"5046","Gp2","si:ch211-226h7.3"
"5047","Gp2","zgc:153932"
"5048","Elfn2","elfn2a"
"5049","Thap7","thap7"
"5050","Sesn2","sesn2"
"5051","Cacna1c","cacna1c"
"5052","Ap1s3","ap1s3b"
"5053","2510009E07Rik","si:dkey-22o12.2"
"5054","Syngr1","syngr1a"
"5055","1700037H04Rik","si:ch211-74f19.2"
"5056","Klhdc9","hcfc2"
"5057","Mea1","mea1"
"5058","Crat","zgc:154046"
"5059","Gosr1","gosr1"
"5060","Kdm6b","kdm6bb"
"5061","Gnat2","gnat2"
"5062","Parp1","parp1"
"5063","Pde6c","pde6c"
"5064","Spcs3","spcs3"
"5065","Fbxo21","fbxo21"
"5066","St3gal5","st3gal5"
"5067","Tsr2","tsr2"
"5068","Ptgr1","si:dkey-11k2.7"
"5069","Ptgr1","ptgr1"
"5070","Acmsd","acmsd"
"5071","Srbd1","si:ch211-117n7.8"
"5072","Srbd1","srbd1"
"5073","Slc25a36","slc25a36a"
"5074","Lss","lss"
"5075","Mterf4","si:dkeyp-94h10.5"
"5076","Ocstamp","ocstamp"
"5077","Fam120c","fam120c"
"5078","Card14","card14"
"5079","Sptbn1","sptbn1"
"5080","Sptbn1","si:zfos-1837d3.1"
"5081","Lin7b","lin7b"
"5082","Bag6","bag6l"
"5083","Gja5","gja5b"
"5084","Arhgef37","arhgef37"
"5085","Poldip3","poldip3"
"5086","Hnf4a","hnf4a"
"5087","Ahctf1","ahctf1"
"5088","Psd2","psd2"
"5089","Mobp","myrip"
"5090","Tssc4","tssc4"
"5091","Mvb12a","mvb12a"
"5092","Napg","napga"
"5093","Ubxn1","ubxn1"
"5094","Ak4","ak4"
"5095","Ttll1","ttll1"
"5096","Golm1","zgc:56525"
"5097","Pura","puraa"
"5098","Pura","purab"
"5099","Tmem161b","tmem161b"
